WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,CREDIT,TERM,FST_PAYMENT,AGREEMENT_RK,TARGET,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
3.0,от 20000 до 50000 руб.,14000.0,6792.0,3,1198.0,61129623,0,51,1,Высшее,Состою в браке,2,1,1,0,1,0,1,1
24.0,от 20000 до 50000 руб.,12000.0,6290.0,6,700.0,61129832,0,40,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
10.0,от 20000 до 50000 руб.,20000.0,10347.0,3,15000.0,61129926,0,47,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,1
60.0,от 20000 до 50000 руб.,15000.0,6370.0,3,0.0,61130170,0,55,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
96.0,от 20000 до 50000 руб.,12000.0,6000.0,3,2532.0,61130403,0,64,1,Среднее специальное,Состою в браке,2,0,1,1,1,0,1,1
168.0,от 10000 до 20000 руб.,5000.0,4380.0,3,3000.0,61130650,0,38,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,1
96.0,от 20000 до 50000 руб.,18000.0,3990.0,3,0.0,61130769,0,40,1,Высшее,Состою в браке,1,0,1,0,0,0,1,1
48.0,свыше 50000 руб.,20000.0,74482.0,23,42518.0,61131298,0,40,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,1
48.0,от 10000 до 20000 руб.,15000.0,11990.0,12,8000.0,61131450,0,25,0,Неполное среднее,Состою в браке,2,2,1,0,1,0,1,1
180.0,от 20000 до 50000 руб.,17000.0,38244.0,6,5000.0,61131529,0,53,1,Высшее,Состою в браке,0,0,1,0,1,1,1,1
180.0,от 10000 до 20000 руб.,6500.0,3790.0,4,2000.0,61131845,0,36,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,1
36.0,от 20000 до 50000 руб.,14000.0,3028.0,3,337.0,61131973,0,25,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
468.0,от 20000 до 50000 руб.,45000.0,19400.0,3,5000.0,61132098,0,64,0,Среднее,Не состоял в браке,0,0,1,0,0,0,1,1
3.0,от 10000 до 20000 руб.,8000.0,2389.0,3,300.0,61132135,0,32,1,Среднее,Разведен(а),1,1,1,0,0,0,1,1
60.0,от 10000 до 20000 руб.,20000.0,7348.52,3,1000.0,61132207,0,25,0,Среднее,Состою в браке,1,1,1,0,0,0,1,1
96.0,от 10000 до 20000 руб.,14000.0,19106.0,6,2294.0,61132342,0,28,1,Высшее,Не состоял в браке,0,0,1,0,1,0,1,0
4.0,от 20000 до 50000 руб.,25000.0,5083.0,3,565.0,61132382,0,31,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,1,1
156.0,от 20000 до 50000 руб.,20000.0,17648.0,10,2000.0,61132394,1,38,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,1
84.0,от 5000 до 10000 руб.,7000.0,12700.0,12,0.0,61132653,0,55,1,Среднее,Не состоял в браке,2,0,1,0,1,0,1,0
276.0,от 20000 до 50000 руб.,7000.0,6500.0,3,0.0,61132825,0,48,1,Среднее,Состою в браке,0,0,1,0,0,0,1,1
12.0,от 20000 до 50000 руб.,10000.0,3700.0,3,1000.0,61137411,0,47,1,Среднее,Разведен(а),2,0,1,0,1,0,1,1
9.0,от 10000 до 20000 руб.,12000.0,4950.0,5,1500.0,61137462,0,31,0,Среднее специальное,Разведен(а),1,1,1,0,0,0,1,0
48.0,от 10000 до 20000 руб.,12000.0,8500.0,6,7000.0,61138244,1,36,0,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,1
60.0,от 10000 до 20000 руб.,15000.0,6350.0,6,6000.0,61138248,0,46,0,Среднее специальное,Разведен(а),0,0,1,0,0,0,1,1
24.0,от 20000 до 50000 руб.,12000.0,4990.0,12,1000.0,61138362,0,36,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0
24.0,от 20000 до 50000 руб.,11000.0,10100.0,12,0.0,61138605,0,34,1,Высшее,Состою в браке,0,0,1,0,0,0,1,0
26.0,от 20000 до 50000 руб.,25000.0,45160.0,3,19355.0,61138829,0,36,1,Высшее,Разведен(а),2,1,1,0,1,0,1,1
48.0,от 10000 до 20000 руб.,10000.0,5300.0,10,300.0,61138854,0,41,1,Высшее,Не состоял в браке,1,1,1,0,1,0,1,0
48.0,свыше 50000 руб.,30000.0,50678.0,3,5631.0,61139557,0,48,1,Высшее,Не состоял в браке,2,1,1,0,1,0,1,1
12.0,от 20000 до 50000 руб.,12400.0,9170.0,12,2000.0,61139618,0,45,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
36.0,от 10000 до 20000 руб.,12000.0,11280.0,5,4000.0,61139622,0,34,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,1,1
84.0,от 20000 до 50000 руб.,16000.0,6792.0,9,1198.0,61140001,0,28,1,Высшее,Состою в браке,0,0,1,0,0,0,1,0
30.0,от 20000 до 50000 руб.,10000.0,6000.0,3,28000.0,61140103,0,34,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
204.0,от 20000 до 50000 руб.,19000.0,31680.0,18,3520.0,61140132,0,37,1,Высшее,Состою в браке,1,1,1,0,0,0,1,0
6.0,от 10000 до 20000 руб.,10000.0,2009.0,3,1390.0,61140286,0,23,0,Среднее,Не состоял в браке,0,0,1,0,1,0,1,1
5.0,от 10000 до 20000 руб.,19000.0,13409.0,12,2370.0,61140399,0,31,1,Высшее,Не состоял в браке,0,0,1,0,0,1,1,0
240.0,от 20000 до 50000 руб.,6000.0,9000.0,3,20890.0,61140484,0,41,1,Среднее,Не состоял в браке,1,1,1,0,0,0,1,1
12.0,от 10000 до 20000 руб.,11000.0,7985.0,3,0.0,61140696,0,46,0,Среднее,Состою в браке,2,2,1,0,0,1,1,1
30.0,от 20000 до 50000 руб.,20000.0,21250.0,10,20000.0,61141087,0,47,1,Среднее,Не состоял в браке,0,0,1,0,1,0,1,0
40.0,свыше 50000 руб.,40000.0,37069.0,3,15886.0,61141370,0,52,1,Высшее,Состою в браке,0,0,1,0,0,0,1,1
125.0,от 5000 до 10000 руб.,8300.0,22700.0,18,4200.0,61141792,0,32,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
60.0,от 20000 до 50000 руб.,30000.0,9532.0,6,1199.0,61141945,0,64,1,Высшее,Вдовец/Вдова,0,0,1,1,1,0,1,0
132.0,от 5000 до 10000 руб.,5000.0,4973.0,3,877.0,61142395,0,54,1,Среднее специальное,Состою в браке,3,1,1,0,0,0,1,1
48.0,от 20000 до 50000 руб.,15000.0,33990.0,18,6000.0,61142570,0,31,0,Высшее,Состою в браке,0,0,1,0,1,1,1,0
18.0,от 20000 до 50000 руб.,25000.0,31278.0,12,3500.0,61142685,0,36,0,Среднее,Разведен(а),0,0,1,0,1,0,1,0
264.0,от 10000 до 20000 руб.,12000.0,17795.0,12,5000.0,61142874,0,40,0,Среднее специальное,Состою в браке,0,0,1,0,0,1,1,0
16.0,от 20000 до 50000 руб.,40000.0,13000.0,6,6000.0,61142957,1,60,0,Высшее,Состою в браке,0,0,1,1,1,1,1,1
11.0,от 20000 до 50000 руб.,6000.0,21880.0,10,3000.0,61143246,0,27,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
23.0,свыше 50000 руб.,50000.0,83407.0,18,34923.0,61143271,0,37,1,Среднее специальное,Гражданский брак,1,0,1,0,1,0,1,0
264.0,от 5000 до 10000 руб.,5000.0,13060.0,10,1500.0,61143575,0,53,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,0,0,1,0
18.0,от 20000 до 50000 руб.,15000.0,79200.0,36,8800.0,61143695,1,27,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
18.0,от 10000 до 20000 руб.,10000.0,2072.7,5,230.3,61143806,0,36,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0
180.0,от 10000 до 20000 руб.,5300.0,4800.0,12,900.0,61144077,0,35,1,Среднее,Состою в браке,0,0,1,0,0,0,1,0
30.0,от 10000 до 20000 руб.,12000.0,18100.0,12,10000.0,61144273,0,46,0,Среднее специальное,Гражданский брак,1,1,1,0,0,0,1,0
276.0,от 10000 до 20000 руб.,12000.0,20000.0,12,7000.0,61144563,0,54,1,Среднее,Вдовец/Вдова,2,0,1,0,1,0,1,0
102.0,от 5000 до 10000 руб.,9000.0,4399.0,3,1000.0,61144791,0,42,1,Среднее специальное,Разведен(а),1,0,1,0,0,0,1,1
24.0,от 10000 до 20000 руб.,10000.0,8500.0,24,7000.0,61144955,0,29,0,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,10000.0,3040.0,3,350.0,61145291,0,53,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
36.0,от 10000 до 20000 руб.,11000.0,8500.0,3,3000.0,61145536,1,29,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
396.0,от 10000 до 20000 руб.,15000.0,5000.0,6,4250.0,61145844,0,56,1,Высшее,Вдовец/Вдова,0,0,1,0,0,0,1,0
12.0,от 20000 до 50000 руб.,20000.0,22940.0,12,2550.0,61146044,0,46,0,Среднее специальное,Разведен(а),0,0,1,0,1,0,1,0
156.0,от 10000 до 20000 руб.,15000.0,19710.0,10,2200.0,61146086,0,41,0,Среднее специальное,Состою в браке,3,3,1,0,0,0,1,0
60.0,свыше 50000 руб.,45000.0,89200.0,12,24800.0,61146108,0,57,0,Высшее,Состою в браке,3,0,1,0,1,0,1,1
108.0,от 10000 до 20000 руб.,7500.0,12599.0,10,1400.0,61146591,0,33,1,Среднее специальное,Разведен(а),1,1,1,0,1,0,1,0
60.0,от 10000 до 20000 руб.,6500.0,8456.0,12,2114.0,61146836,0,44,0,Высшее,Состою в браке,0,0,1,0,0,0,1,0
240.0,от 10000 до 20000 руб.,15000.0,20069.33,6,5708.0,61146885,0,46,1,Высшее,Не состоял в браке,1,1,1,0,0,0,1,0
60.0,от 20000 до 50000 руб.,15000.0,12890.92,10,3000.0,61146993,0,39,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
72.0,от 20000 до 50000 руб.,10000.0,11426.0,5,13000.0,61147083,0,44,0,Среднее специальное,Состою в браке,2,1,1,0,1,0,1,0
48.0,от 20000 до 50000 руб.,25000.0,11100.0,6,1300.0,61147109,0,50,0,Высшее,Состою в браке,2,0,1,0,0,1,1,0
84.0,свыше 50000 руб.,30000.0,9850.0,6,1200.0,61147112,1,48,1,Среднее,Вдовец/Вдова,2,0,1,0,0,0,1,0
36.0,от 20000 до 50000 руб.,20000.0,65400.0,18,10000.0,61147160,0,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,1,0
8.0,от 20000 до 50000 руб.,11000.0,6605.0,12,1651.0,61147185,0,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
60.0,от 20000 до 50000 руб.,15000.0,11489.0,12,1500.0,61147195,0,32,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
24.0,от 20000 до 50000 руб.,9000.0,18400.0,7,2100.0,61147488,0,28,1,Высшее,Состою в браке,0,0,1,0,0,0,1,0
18.0,от 10000 до 20000 руб.,8000.0,9900.0,6,2000.0,61147517,0,47,0,Высшее,Состою в браке,2,2,1,0,0,0,1,0
42.0,от 10000 до 20000 руб.,12000.0,11250.0,6,1250.0,61147984,0,28,0,Среднее,Состою в браке,1,1,1,0,0,1,1,0
6.0,от 10000 до 20000 руб.,11000.0,9810.0,6,1090.0,61148181,0,33,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0
36.0,от 20000 до 50000 руб.,12000.0,7760.0,6,1370.0,61148185,0,40,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
18.0,от 20000 до 50000 руб.,20000.0,14097.0,6,8000.0,61148229,0,37,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
264.0,от 10000 до 20000 руб.,6000.0,5840.0,10,650.0,61148497,0,43,1,Среднее,Не состоял в браке,0,0,1,0,0,0,1,0
120.0,от 20000 до 50000 руб.,30000.0,7611.0,6,2000.0,61148609,0,46,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0
8.0,от 10000 до 20000 руб.,12000.0,12428.7,11,2000.0,61148628,0,25,0,Среднее специальное,Гражданский брак,1,0,1,0,0,0,1,0
14.0,от 20000 до 50000 руб.,15000.0,79959.0,36,14440.0,61148673,1,53,1,Высшее,Не состоял в браке,2,0,1,0,1,0,1,0
180.0,от 20000 до 50000 руб.,20000.0,12702.0,5,7298.0,61148893,0,47,1,Высшее,Состою в браке,1,1,1,0,1,0,1,0
24.0,от 20000 до 50000 руб.,18000.0,15565.5,5,5000.0,61148995,0,32,1,Среднее специальное,Разведен(а),1,1,1,0,1,0,1,0
12.0,от 20000 до 50000 руб.,35000.0,12822.0,10,4768.0,61149092,0,38,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,1
28.0,от 10000 до 20000 руб.,12000.0,5500.0,6,0.0,61149169,0,35,1,Среднее специальное,Разведен(а),2,2,1,0,0,0,1,1
48.0,от 20000 до 50000 руб.,10000.0,5097.0,3,2000.0,61149428,1,49,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
60.0,от 20000 до 50000 руб.,15000.0,24800.0,10,2800.0,61149445,0,28,1,Высшее,Состою в браке,1,1,1,0,1,0,1,0
288.0,от 10000 до 20000 руб.,15000.0,24711.0,12,0.0,61149627,0,43,1,Среднее,Состою в браке,1,1,1,0,1,0,1,0
11.0,от 5000 до 10000 руб.,7000.0,4140.2,6,750.0,61149628,0,37,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,1,0
144.0,от 10000 до 20000 руб.,12000.0,5091.0,6,899.0,61149699,0,35,0,Среднее специальное,Состою в браке,2,2,1,0,1,1,1,0
96.0,от 10000 до 20000 руб.,9000.0,3950.0,3,1000.0,61149787,0,38,1,Высшее,Состою в браке,1,1,1,0,0,0,1,1
72.0,от 10000 до 20000 руб.,11000.0,10860.0,12,2000.0,61149997,0,56,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0
216.0,от 10000 до 20000 руб.,11000.0,13400.0,9,2500.0,61150056,1,40,1,Среднее специальное,Разведен(а),1,0,1,0,1,0,1,0
60.0,от 10000 до 20000 руб.,11500.0,15250.0,10,1700.0,61150207,1,28,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
240.0,от 10000 до 20000 руб.,15000.0,8929.0,18,3000.0,61150368,0,44,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,0
24.0,от 10000 до 20000 руб.,10500.0,15580.0,5,2000.0,61150447,0,54,1,Среднее,Не состоял в браке,3,0,1,0,1,0,1,0
6.0,от 20000 до 50000 руб.,30000.0,4950.0,3,550.0,61150831,0,36,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,1,1
60.0,от 10000 до 20000 руб.,20000.0,33000.0,12,3700.0,61151013,0,39,1,Среднее специальное,Вдовец/Вдова,1,1,1,0,1,0,1,0
12.0,свыше 50000 руб.,20000.0,22999.0,6,3000.0,61151125,0,31,0,Высшее,Состою в браке,1,1,1,0,1,0,1,0
13.0,от 10000 до 20000 руб.,9500.0,2500.0,4,450.0,61151404,0,27,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,1
324.0,от 20000 до 50000 руб.,25000.0,15481.0,6,1800.0,61151433,0,51,0,Среднее,Состою в браке,2,0,1,0,0,0,1,0
18.0,от 20000 до 50000 руб.,25000.0,15560.0,6,12000.0,61151593,0,41,0,Среднее специальное,Не состоял в браке,1,1,1,0,1,0,1,0
300.0,от 20000 до 50000 руб.,15000.0,38408.0,6,9602.0,61151598,0,52,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
4.0,от 10000 до 20000 руб.,15000.0,6071.0,10,675.0,61151676,1,25,0,Среднее,Не состоял в браке,0,0,1,0,0,0,1,0
120.0,от 20000 до 50000 руб.,15000.0,9315.0,6,1035.0,61151924,0,49,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0
192.0,от 10000 до 20000 руб.,12000.0,11199.0,12,1245.0,61151983,0,43,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
336.0,от 20000 до 50000 руб.,12000.0,18900.0,10,10000.0,61152219,0,50,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0
48.0,от 5000 до 10000 руб.,6000.0,5852.0,12,1463.0,61152306,0,39,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,1,0
6.0,от 5000 до 10000 руб.,7500.0,4882.0,5,700.0,61152467,1,22,0,Среднее,Не состоял в браке,0,0,1,0,0,1,1,0
68.0,от 20000 до 50000 руб.,25000.0,9340.0,6,1650.0,61153010,0,42,0,Высшее,Состою в браке,1,0,1,0,1,1,1,0
23.0,от 20000 до 50000 руб.,12000.0,20800.0,12,5200.0,61153093,0,27,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0
14.0,от 20000 до 50000 руб.,22000.0,7302.0,4,1288.0,61153173,0,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
4.0,от 10000 до 20000 руб.,7000.0,5950.0,6,1050.0,61153314,0,47,0,Высшее,Состою в браке,0,0,1,0,0,0,1,0
72.0,от 20000 до 50000 руб.,15000.0,9629.0,10,1070.0,61153739,1,27,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0
48.0,от 10000 до 20000 руб.,10000.0,2119.0,6,250.0,61153830,0,31,0,Среднее,Состою в браке,2,2,1,0,0,0,1,0
168.0,от 10000 до 20000 руб.,9000.0,7000.0,6,7019.0,61154333,0,53,1,Среднее специальное,Состою в браке,1,0,1,0,1,0,1,0
38.0,от 10000 до 20000 руб.,8000.0,3919.0,3,691.0,61154348,0,34,1,Среднее,Состою в браке,1,1,1,0,0,0,1,1
40.0,от 20000 до 50000 руб.,17000.0,15290.0,6,1700.0,61154521,0,29,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
180.0,от 5000 до 10000 руб.,4000.0,3180.0,9,360.0,61154776,0,41,1,Среднее,Состою в браке,3,3,1,0,0,0,1,0
60.0,от 10000 до 20000 руб.,10000.0,22500.0,10,2500.0,61155304,0,31,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
42.0,от 10000 до 20000 руб.,10000.0,5301.0,6,589.0,61155596,0,51,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,0,1,1,0
360.0,от 10000 до 20000 руб.,10000.0,4990.0,6,1000.0,61155600,0,52,0,Среднее специальное,Состою в браке,3,0,1,0,0,0,1,0
38.0,от 20000 до 50000 руб.,18000.0,19170.0,9,7000.0,61155628,0,47,0,Среднее специальное,Состою в браке,0,0,1,1,1,0,1,0
288.0,от 10000 до 20000 руб.,10000.0,23490.0,12,10000.0,61155659,0,41,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,0
6.0,от 20000 до 50000 руб.,15000.0,13491.0,12,3000.0,61156071,1,37,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0
56.0,от 20000 до 50000 руб.,14000.0,25000.0,12,4000.0,61156098,0,38,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
15.0,от 5000 до 10000 руб.,6500.0,5708.0,3,3000.0,61156460,0,22,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,1
72.0,от 10000 до 20000 руб.,15000.0,19375.0,10,5000.0,61156625,0,35,0,Среднее,Состою в браке,2,2,1,1,1,0,1,0
108.0,от 10000 до 20000 руб.,12000.0,4590.2,3,13000.0,61156702,0,47,0,Высшее,Состою в браке,1,1,1,0,1,0,1,1
60.0,от 20000 до 50000 руб.,15000.0,8292.0,8,9500.0,61156733,0,27,0,Среднее,Состою в браке,0,0,1,0,0,0,1,0
180.0,от 10000 до 20000 руб.,13000.0,5760.0,5,640.0,61156827,0,39,1,Высшее,Не состоял в браке,1,1,1,0,1,0,1,1
3.0,от 5000 до 10000 руб.,6000.0,4117.5,5,457.5,61157186,0,24,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0
300.0,от 10000 до 20000 руб.,6500.0,6200.0,9,1100.0,61157325,0,48,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
8.0,от 10000 до 20000 руб.,7000.0,17714.0,6,3126.0,61157804,0,31,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,1,0,1,0
72.0,от 20000 до 50000 руб.,15000.0,6247.0,6,1103.0,61158122,0,43,1,Высшее,Не состоял в браке,1,0,1,0,1,0,1,0
84.0,от 20000 до 50000 руб.,13000.0,3321.0,5,369.0,61158167,0,32,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,1,0
96.0,от 20000 до 50000 руб.,15000.0,13990.0,6,8000.0,61158310,0,57,0,Высшее,Состою в браке,0,0,1,0,0,0,1,0
120.0,от 10000 до 20000 руб.,13000.0,21900.0,10,7000.0,61158353,0,58,1,Среднее,Состою в браке,1,0,1,1,1,0,1,0
303.0,от 20000 до 50000 руб.,16000.0,10170.0,12,1130.0,61158449,0,54,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
12.0,от 20000 до 50000 руб.,10000.0,15727.0,3,1810.0,61158512,0,36,0,Среднее,Не состоял в браке,0,0,1,0,0,0,1,1
12.0,от 10000 до 20000 руб.,9000.0,16300.0,12,2000.0,61159096,0,42,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,1,0
12.0,от 10000 до 20000 руб.,18500.0,59760.0,24,10240.0,61159215,0,29,1,Высшее,Вдовец/Вдова,1,1,1,0,1,0,1,0
48.0,от 10000 до 20000 руб.,15000.0,18615.0,12,4500.0,61159221,0,47,0,Среднее,Гражданский брак,2,2,1,0,0,1,1,0
72.0,от 10000 до 20000 руб.,8000.0,19464.0,10,3435.0,61159336,0,42,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
6.0,от 20000 до 50000 руб.,12000.0,14938.0,12,1660.0,61159472,1,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
48.0,от 10000 до 20000 руб.,15000.0,4440.0,9,800.0,61159947,0,29,0,Неполное среднее,Состою в браке,1,2,1,0,0,1,1,0
3.0,от 20000 до 50000 руб.,30000.0,17076.2,9,0.0,61159970,0,35,0,Среднее,Состою в браке,2,2,1,0,0,0,1,0
84.0,свыше 50000 руб.,70000.0,18498.0,3,10000.0,61160052,0,31,1,Высшее,Не состоял в браке,0,0,1,0,1,0,1,1
192.0,от 20000 до 50000 руб.,20000.0,37100.0,12,0.0,61160189,0,55,1,Высшее,Состою в браке,2,0,1,0,0,0,1,0
6.0,от 20000 до 50000 руб.,15000.0,5490.0,6,2500.0,61160237,0,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,0
192.0,от 20000 до 50000 руб.,15000.0,13500.0,12,1561.0,61160281,0,37,0,Среднее специальное,Состою в браке,2,0,1,0,1,0,1,0
60.0,от 10000 до 20000 руб.,15000.0,19377.0,6,10434.0,61160354,0,37,1,Среднее специальное,Не состоял в браке,2,2,1,0,1,0,1,0
36.0,от 20000 до 50000 руб.,15000.0,12800.0,10,2480.0,61160806,0,30,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
12.0,от 10000 до 20000 руб.,15000.0,9199.0,9,1500.0,61160903,0,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
48.0,от 10000 до 20000 руб.,12000.0,10438.0,6,1842.0,61161127,1,34,1,Среднее,Гражданский брак,1,1,1,0,1,0,1,0
9.0,от 10000 до 20000 руб.,15000.0,11600.0,12,1300.0,61161196,0,33,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
36.0,от 10000 до 20000 руб.,9000.0,3150.0,3,5000.0,61161342,0,40,1,Высшее,Состою в браке,2,1,1,0,0,0,1,1
24.0,от 20000 до 50000 руб.,35000.0,100000.0,10,39400.0,61161537,0,59,1,Высшее,Состою в браке,0,0,1,0,0,0,1,0
24.0,от 20000 до 50000 руб.,30000.0,48600.0,6,11090.0,61161822,0,38,1,Высшее,Состою в браке,1,1,1,0,0,1,1,0
36.0,от 10000 до 20000 руб.,10000.0,8990.0,6,1600.0,61162213,0,45,0,Высшее,Состою в браке,0,0,1,0,0,0,1,0
65.0,от 20000 до 50000 руб.,15000.0,9998.0,6,1800.0,61162295,0,46,0,Среднее специальное,Состою в браке,0,0,1,0,1,1,1,1
339.0,от 5000 до 10000 руб.,6000.0,12300.0,6,3000.0,61162574,0,49,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,1
120.0,от 20000 до 50000 руб.,25000.0,7098.0,6,800.0,61162816,0,38,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,1
108.0,от 10000 до 20000 руб.,12000.0,6200.0,6,1000.0,61162882,0,49,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
120.0,от 5000 до 10000 руб.,5600.0,2190.2,4,500.0,61162929,0,51,0,Среднее,Не состоял в браке,0,0,1,0,0,0,1,0
24.0,свыше 50000 руб.,20000.0,10483.0,10,2000.0,61162951,1,49,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
22.0,от 10000 до 20000 руб.,12000.0,11240.0,10,1250.0,61162963,0,42,0,Среднее специальное,Состою в браке,3,2,1,0,0,0,1,0
48.0,от 20000 до 50000 руб.,30000.0,35600.0,3,23800.0,61162983,0,52,1,Среднее,Состою в браке,2,0,1,0,0,0,1,1
60.0,от 20000 до 50000 руб.,18000.0,8883.0,3,987.0,61163107,0,34,0,Среднее,Состою в браке,1,1,1,0,0,1,1,1
5.0,от 20000 до 50000 руб.,25000.0,13382.0,3,5735.0,61163404,0,29,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,1
36.0,от 20000 до 50000 руб.,30000.0,78550.0,15,27350.0,61163579,0,34,1,Высшее,Разведен(а),1,1,1,0,1,0,1,0
198.0,от 10000 до 20000 руб.,4000.0,10100.0,6,1140.0,61163664,0,53,1,Среднее специальное,Состою в браке,2,0,1,0,0,0,1,0
156.0,от 10000 до 20000 руб.,16500.0,7900.0,3,7900.0,61163754,0,37,0,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,1
12.0,от 20000 до 50000 руб.,20000.0,23793.0,12,3400.0,61163916,1,32,1,Среднее,Разведен(а),2,2,1,0,1,0,1,0
84.0,от 20000 до 50000 руб.,18000.0,26547.1,10,3000.0,61163964,0,28,0,Среднее специальное,Состою в браке,0,0,1,0,0,1,1,0
65.0,от 20000 до 50000 руб.,15000.0,8532.0,3,4014.0,61164042,0,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
84.0,от 5000 до 10000 руб.,8000.0,7693.0,3,3297.0,61164177,0,33,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,1,1
24.0,от 20000 до 50000 руб.,20000.0,34391.0,7,0.0,61164289,0,41,1,Среднее специальное,Состою в браке,2,1,1,0,1,0,1,0
276.0,свыше 50000 руб.,50000.0,19920.0,6,5000.0,61164336,0,47,0,Высшее,Состою в браке,1,1,1,0,1,1,1,0
48.0,от 20000 до 50000 руб.,20000.0,7116.0,6,1256.0,61164520,0,33,0,Высшее,Состою в браке,2,1,1,0,1,0,1,1
24.0,от 10000 до 20000 руб.,12000.0,35943.0,10,4000.0,61164637,0,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,1,0
